Date,Open,High,Low,Close,Adj Close,Volume
8/15/2018,74.489998,75.449997,71.450996,72.239998,72.239998,13050900
8/16/2018,73.400002,73.43,71.599998,72.760002,72.760002,8175200
8/17/2018,72.830002,73.389999,71.801003,72.900002,72.900002,5561400
8/20/2018,72.949997,74.400002,72.010002,74.260002,74.260002,7076700
8/21/2018,74.260002,76.309998,74.260002,75.190002,75.190002,8587800
8/22/2018,75.190002,76.830002,74.75,76.440002,76.440002,6827800
8/23/2018,76.959999,78.43,76.661003,77.120003,77.120003,7721700
8/24/2018,77.839996,78.470001,77.449997,78.18,78.18,7050600
8/27/2018,78.790001,79.059998,77.260002,78.25,78.25,8257200
8/28/2018,78.839996,81.410004,78.623001,80.800003,80.800003,11452000
8/29/2018,82.404999,86.169998,81.440002,85.699997,85.699997,22484700
8/30/2018,85.720001,89.220001,85.5,87.760002,87.760002,20083800
8/31/2018,87.830002,89.695,87.379997,88.639999,88.639999,11165100
9/4/2018,88.739998,91.639999,87.760002,91.25,91.25,13753200
9/5/2018,91.300003,91.410004,84.339996,87.199997,87.199997,18020900
9/6/2018,87.830002,89.800003,86.699997,88.540001,88.540001,12523600
9/7/2018,87.660004,91.5,86.550003,89.970001,89.970001,10503800
9/10/2018,90.339996,90.830002,87.790001,89.389999,89.389999,10223500
9/11/2018,88.900002,92.918999,88.699997,92.279999,92.279999,11994800
9/12/2018,92.290001,92.400002,88.400002,90.440002,90.440002,12707900
9/13/2018,91.160004,92.389999,89.43,90.220001,90.220001,9672800
9/14/2018,90.260002,91.290001,89.309998,90.82,90.82,7278500
9/17/2018,90.139999,91.949997,86.510002,86.860001,86.860001,10516400
9/18/2018,87.940002,89.379997,87.059998,87.989998,87.989998,10583000
9/19/2018,88.300003,88.559998,83.330002,84.800003,84.800003,13187700
9/20/2018,85.980003,87.32,84.82,86.510002,86.510002,9195800
9/21/2018,87.050003,87.739998,85.160004,85.300003,85.300003,10114000
9/24/2018,83.900002,87.129997,81.529999,86.040001,86.040001,8152100
9/25/2018,88.739998,96,88.190002,95.349998,95.349998,28195200
9/26/2018,97.459999,98.470001,94.050003,94.650002,94.650002,25510900
9/27/2018,94.910004,99.129997,94.769997,97.959999,97.959999,21040400
9/28/2018,97.360001,100.389999,97.07,99.010002,99.010002,15268200
10/1/2018,100.800003,101.150002,96.599998,97.279999,97.279999,12616900
10/2/2018,97.660004,100.416,97.25,97.830002,97.830002,11895000
10/3/2018,98.480003,98.699997,95.690002,96.959999,96.959999,9820600
10/4/2018,96.989998,97.059998,92.300003,94.489998,94.489998,13896300
10/5/2018,94.410004,96.309998,91.629997,94.110001,94.110001,12099800
10/8/2018,92.400002,92.639999,83.550003,86.059998,86.059998,30365100
10/9/2018,83.690002,87.660004,83,86.169998,86.169998,16729100
10/10/2018,86.739998,86.900002,76.900002,77.449997,77.449997,32581900
10/11/2018,72.360001,74.379997,65,69.029999,69.029999,63545700
10/12/2018,76.25,76.379997,71.519997,73.970001,73.970001,38121500
10/15/2018,74.559998,75.900002,72.75,73.769997,73.769997,22583500
10/16/2018,76.5,79.099998,73.860001,78.720001,78.720001,23256400
10/17/2018,79.93,80.32,75.910004,78.050003,78.050003,16656800
10/18/2018,76.190002,77.57,73.599998,74.959999,74.959999,15368000
10/19/2018,77.480003,78.699997,74.010002,74.07,74.07,16924800
10/22/2018,74.800003,76.349998,72.279999,75.720001,75.720001,15948000
10/23/2018,72.790001,74.419998,71.550003,74.150002,74.150002,16952900
10/24/2018,74.07,75.209999,69.099998,69.339996,69.339996,15587900
10/25/2018,70.150002,74.400002,69.5,73.489998,73.489998,13759200
10/26/2018,70.709999,73.309998,68.900002,71.120003,71.120003,16771800
10/29/2018,72.470001,73.550003,65.370003,67.279999,67.279999,20295600
10/30/2018,65.910004,68.900002,64.494003,68.760002,68.760002,17359100
10/31/2018,71.110001,74.519997,71.040001,73.449997,73.449997,17915800
11/1/2018,74.010002,77.169998,72.5,76.739998,76.739998,13574000
11/2/2018,76.769997,79.940002,76.32,77.760002,77.760002,13561600
11/5/2018,76.870003,76.970001,72.220001,75.010002,75.010002,16851400
11/6/2018,76.910004,79.370003,76.269997,77.309998,77.309998,18563300
11/7/2018,78.519997,83,78.440002,82.690002,82.690002,24041900
11/8/2018,79.43,80.599998,73.660004,75.230003,75.230003,35808900
11/9/2018,73.099998,74.599998,71.5,73.269997,73.269997,17267100
11/12/2018,73.010002,73.800003,67.210999,69.830002,69.830002,19982100
11/13/2018,70.290001,72.800003,68.5,71.849998,71.849998,18485900
11/14/2018,72.449997,73.419998,68.510002,69.809998,69.809998,14251900
11/15/2018,70.190002,74.220001,69.059998,73.599998,73.599998,12244400
11/16/2018,71.510002,73.199997,69.940002,70.589996,70.589996,13311400
11/19/2018,70.089996,70.400002,62.700001,62.970001,62.970001,22491200
11/20/2018,56,63.580002,55.369999,61.82,61.82,34865500
11/21/2018,63.310001,63.959999,60.27,62.619999,62.619999,15670500
11/23/2018,61.669998,64,61.529999,63.470001,63.470001,6010500
11/26/2018,64.800003,66.900002,63.779999,66.519997,66.519997,12630400
11/27/2018,65.589996,67.300003,65.120003,65.879997,65.879997,9607400
11/28/2018,67.010002,70.099998,65.43,69.889999,69.889999,16478200
11/29/2018,69.440002,70.720001,67.550003,69.900002,69.900002,13912800
11/30/2018,69.400002,70.68,68.400002,69.839996,69.839996,12218100
12/3/2018,73.07,73.089996,71.07,71.949997,71.949997,16208500
12/4/2018,70.050003,70.800003,63.27,63.509998,63.509998,31179700
12/6/2018,61.509998,65.699997,60.200001,65.690002,65.690002,23253600
12/7/2018,64.940002,66.089996,59,60.779999,60.779999,20672200
12/10/2018,59.77,64.129997,59.75,63.380001,63.380001,18276800
12/11/2018,64.849998,65.75,61.144001,61.779999,61.779999,17887300
12/12/2018,63,65.690002,62.784,63.650002,63.650002,15966600
12/13/2018,63.970001,64.400002,62.130001,62.900002,62.900002,10708100
12/14/2018,61.939999,63.939999,61,62.139999,62.139999,10528100
12/17/2018,61.080002,61.860001,58.18,58.619999,58.619999,16517300
12/18/2018,59.169998,60.994999,58.310001,59.919998,59.919998,16083600
12/19/2018,60,62.490002,58.810001,59.029999,59.029999,18705300
12/20/2018,58.099998,59.900002,53.759998,55.900002,55.900002,24787600
12/21/2018,55.139999,55.98,52.150002,52.509998,52.509998,24945200
12/24/2018,50.380001,52.5,49.82,50.720001,50.720001,11331800
12/26/2018,51.189999,55.470001,50.400002,55.32,55.32,19549200
12/27/2018,54.439999,56.369999,52.509998,56.150002,56.150002,20228800
12/28/2018,56.700001,57.099998,54.919998,55.869999,55.869999,18413300
12/31/2018,56.439999,57.349998,55.459999,56.09,56.09,13258800
1/2/2019,54.099998,57.830002,53.560001,57.200001,57.200001,13434000
1/3/2019,55.580002,56.73,52.259998,52.419998,52.419998,19076300
1/4/2019,54.400002,59.66,53.861,58.18,58.18,30228600
1/7/2019,59,61.290001,58.049999,60.720001,60.720001,18146900
1/8/2019,62.599998,63.799999,61.150002,63.119999,63.119999,21511800
1/9/2019,63.299999,66.900002,62.560001,65.93,65.93,21012400
1/10/2019,64.75,66.199997,63.720001,66.099998,66.099998,13562200
1/11/2019,65.690002,67.639999,65.220001,66.230003,66.230003,14448300
1/14/2019,64.720001,65.720001,63.740002,65.18,65.18,12364300
1/15/2019,65.139999,66.769997,64.860001,65.959999,65.959999,12099400
1/16/2019,66.339996,67.629997,65.230003,65.900002,65.900002,13368300
1/17/2019,66.099998,69.699997,65.949997,68.839996,68.839996,20971700
1/18/2019,69.699997,72.260002,69.239998,72.239998,72.239998,22074100
